numero,codigo,nombre,grupo,descripcion
1075,"100600","REGISTRO DE RESOLUCION ADMINISTRATIVA",C14_actos,"REGISTRO DE RESOLUCION ADMINISTRATIVA"
1076,"100700","REGISTRO DE FIRMAS ELECTRONICAS Y FACSIMIL",C14_actos,"REGISTRO DE FIRMAS ELECTRONICAS Y FACSIMIL"
1077,"100800","ACLARACION Y ENMIENDA DE EMISION DE BONOS",C14_actos,"ACLARACION Y ENMIENDA DE EMISION DE BONOS"
1078,"100801","REGISTRO DE DOCUMENTO COMERCIAL",C14_actos,"REGISTRO DE DOCUMENTO COMERCIAL"
1079,"110080","TESTIMONIO DE APERTURA DE SUCURSAL DE SOCIEDAD CONSTITUIDA EN EL EXTRANJERO",C14_actos,"TESTIMONIO DE APERTURA DE SUCURSAL DE SOCIEDAD CONSTITUIDA EN EL EXTRANJERO"
1080,"110081","TESTIMONIO DE REPRESENTACION PERMANENTE DE SOCIEDAD CONSTITUIDA EN EL EXTRANJERO",C14_actos,"TESTIMONIO DE REPRESENTACION PERMANENTE DE SOCIEDAD CONSTITUIDA EN EL EXTRANJERO"
1081,"110082","MODIFICACION A LA CONSTITUCION DE SOCIEDAD EXTRANJERA",C14_actos,"MODIFICACION A LA CONSTITUCION DE SOCIEDAD EXTRANJERA"
1082,"110099","ACLARACION, MODIFICACION Y/O COMPLEMENTACION",C14_actos,"ACLARACION, MODIFICACION Y/O COMPLEMENTACION"
1083,"110100","MODIFICACION AL INSTRUMENTO DE APERTURA",C14_actos,"MODIFICACION AL INSTRUMENTO DE APERTURA"
1084,"110200","TESTIMONIO DE DESIGNACION DE REPRESENTANTE LEGAL",C14_actos,"TESTIMONIO DE DESIGNACION DE REPRESENTANTE LEGAL"
1085,"110220","TESTIMONIO DE MODIFICACION DE LA SOCIEDAD COMERCIAL",C14_actos,"TESTIMONIO DE MODIFICACION DE LA SOCIEDAD COMERCIAL"
1086,"110240","TESTIMONIO DE CONSTITUCION DE SOCIEDAD EXTRANJERA",C14_actos,"TESTIMONIO DE CONSTITUCION DE SOCIEDAD EXTRANJERA"
1087,"110300","PODER ESPECIAL PARA ACTO OCASIONAL DEL COMERCIO",C14_actos,"PODER ESPECIAL PARA ACTO OCASIONAL DEL COMERCIO"
1088,"110350","CAMBIO SISTEMA CONTABLE",C14_actos,"CAMBIO SISTEMA CONTABLE"
1089,"110360","CAMBIOS OPERATIVOS",C14_actos,"CAMBIOS OPERATIVOS"
1090,"110370","CAMBIO DE DOMICILIO",C14_actos,"CAMBIO DE DOMICILIO"
1091,"110400","REVOCATORIA DE PODER PARA ACTO OCASIONAL",C14_actos,"REVOCATORIA DE PODER PARA ACTO OCASIONAL"
1092,"110500","REGISTRO DE ACTO OCASIONAL",C14_actos,"REGISTRO DE ACTO OCASIONAL"
1093,"110520","CIERRE DE SUCURSAL DE SOCIEDAD COMERCIAL CONSTITUIDA EN EL EXTRANJERO Y CANCELACION DE MATRICULA DE COMERCIO",C14_actos,"CIERRE DE SUCURSAL DE SOCIEDAD COMERCIAL CONSTITUIDA EN EL EXTRANJERO Y CANCELACION DE MATRICULA DE COMERCIO"
1094,"110521","CIERRE DE REPRESENTACION PERMANENTE DE SOCIEDAD COMERCIAL CONSTITUIDA EN EL EXTRANJERO Y CANCELACION DE MATRICULA DE COMERCIO",C14_actos,"CIERRE DE REPRESENTACION PERMANENTE DE SOCIEDAD COMERCIAL CONSTITUIDA EN EL EXTRANJERO Y CANCELACION DE MATRICULA DE COMERCIO"
1095,"110710","INSTRUMENTO DE ESTATUTOS Y REGLAMENTOS DE SOCIEDADES EXTRANJERAS",C14_actos,"INSTRUMENTO DE ESTATUTOS Y REGLAMENTOS DE SOCIEDADES EXTRANJERAS"
1096,"110720",PROTOCOLIZACION,C14_actos,PROTOCOLIZACION
1097,"110750","AUMENTO DE CAPITAL ASIGNADO",C14_actos,"AUMENTO DE CAPITAL ASIGNADO"
1098,"110760","DISMINUCION DE CAPITAL ASIGNADO",C14_actos,"DISMINUCION DE CAPITAL ASIGNADO"
1099,"120040",GRAVAMEN,C14_actos,GRAVAMEN
1100,"120050","CONSTITUCION DE GRAVAMEN",C14_actos,"CONSTITUCION DE GRAVAMEN"
1101,"120055","TESTIMONIO DE MODIFICACION DE GRAVAMEN",C14_actos,"TESTIMONIO DE MODIFICACION DE GRAVAMEN"
1102,"120056",MODIFICACION,C14_actos,MODIFICACION
1103,"120057","RATIFICACION DE GRAVAMEN",C14_actos,"RATIFICACION DE GRAVAMEN"
1104,"120058","CONSTITUCION DE GRAVAMEN Y CANCELACION DE GRAVAMEN",C14_actos,"CONSTITUCION DE GRAVAMEN Y CANCELACION DE GRAVAMEN"
1105,"120059","MODIFICACION DE GRAVAMEN Y CANCELACION DE GRAVAMEN",C14_actos,"MODIFICACION DE GRAVAMEN Y CANCELACION DE GRAVAMEN"
1106,"120060","RESOLUCION ADMINISTRATIVA",C14_actos,"RESOLUCION ADMINISTRATIVA"
1107,"120099","ACLARACION, MODIFICACION Y/O COMPLEMENTACION DE GRAVAMEN",C14_actos,"ACLARACION, MODIFICACION Y/O COMPLEMENTACION DE GRAVAMEN"
1108,"120510","CANCELACION DE GRAVAMEN",C14_actos,"CANCELACION DE GRAVAMEN"
1109,"130100","DESIGNACION DE GERENTE",C14_actos,"DESIGNACION DE GERENTE"
1110,"130200","DESIGNACION DE FACTOR Y ADMINISTRADOR",C14_actos,"DESIGNACION DE FACTOR Y ADMINISTRADOR"
1111,"130300","DESIGNACION DE REPRESENTANTE LEGAL",C14_actos,"DESIGNACION DE REPRESENTANTE LEGAL"
1112,"130350","TESTIMONIO DE PODER DE LIQUIDADOR(ES)",C14_actos,"TESTIMONIO DE PODER DE LIQUIDADOR(ES)"
1113,"130400","TESTIMONIO DE OTORGAMIENTO DE PODER ESPECIAL",C14_actos,"TESTIMONIO DE OTORGAMIENTO DE PODER ESPECIAL"
1114,"130410","INSTRUMENTO DE PODER GENERAL",C14_actos,"INSTRUMENTO DE PODER GENERAL"
1115,"130420","TESTIMONIO DE RATIFICACION DE PODER",C14_actos,"TESTIMONIO DE RATIFICACION DE PODER"
1116,"130500","TESTIMONIO DE REVOCATORIA TOTAL DE PODER",C14_actos,"TESTIMONIO DE REVOCATORIA TOTAL DE PODER"
1117,"130501","TESTIMONIO DE REVOCATORIA PARCIAL DE PODER",C14_actos,"TESTIMONIO DE REVOCATORIA PARCIAL DE PODER"
1118,"130510","TESTIMONIO DE REVOCATORIA Y OTORGAMIENTO DE NUEVO PODER",C14_actos,"TESTIMONIO DE REVOCATORIA Y OTORGAMIENTO DE NUEVO PODER"
1119,"130520","TESTIMONIO DE REVOCATORIA PARCIAL Y OTORGAMIENTO DE NUEVO PODER",C14_actos,"TESTIMONIO DE REVOCATORIA PARCIAL Y OTORGAMIENTO DE NUEVO PODER"
1120,"130550","INSCRIPCION DE REVOCATORIA",C14_actos,"INSCRIPCION DE REVOCATORIA"
1121,"130600","TESTIMONIO DE MODIFICACION DE PODER",C14_actos,"TESTIMONIO DE MODIFICACION DE PODER"
1122,"130700","RENUNCIA DE REPRESENTANTE LEGAL",C14_actos,"RENUNCIA DE REPRESENTANTE LEGAL"
1123,"140040","CONSTITUCION - SENAREC",C14_actos,"CONSTITUCION - SENAREC"
1124,"140099","ACLARACION, MODIFICACION Y/O COMPLEMENTACION",C14_actos,"ACLARACION, MODIFICACION Y/O COMPLEMENTACION"
1125,"140100","TESTIMONIO DE TRANSFERENCIA DE EMPRESA UNIPERSONAL",C14_actos,"TESTIMONIO DE TRANSFERENCIA DE EMPRESA UNIPERSONAL"
1126,"140101","TRANSFERENCIA DE BIENES DE SOCIEDAD O DE EMPRESA UNIPERSONAL",C14_actos,"TRANSFERENCIA DE BIENES DE SOCIEDAD O DE EMPRESA UNIPERSONAL"
1127,"150090","CONTRATO DE COMPRA VENTA",C14_actos,"CONTRATO DE COMPRA VENTA"
1128,"150099","ACLARACION, MODIFICACION Y/O COMPLEMENTACION",C14_actos,"ACLARACION, MODIFICACION Y/O COMPLEMENTACION"
1129,"150100","CONSTITUCION DEL CONTRATO DE JOINT VENTURE",C14_actos,"CONSTITUCION DEL CONTRATO DE JOINT VENTURE"
1130,"150101","RESOLUCION DE CONTRATO DE JOINT VENTURE",C14_actos,"RESOLUCION DE CONTRATO DE JOINT VENTURE"
1131,"150200","CONSTITUCION DEL CONTRATO DE LEASING",C14_actos,"CONSTITUCION DEL CONTRATO DE LEASING"
1132,"150300","RESOLUCION DEL CONTRATO DE LEASING",C14_actos,"RESOLUCION DEL CONTRATO DE LEASING"
1133,"150400","CONTRATO LINEA DE CREDITO",C14_actos,"CONTRATO LINEA DE CREDITO"
1134,"150500","CONTRATO DE PRESTAMO",C14_actos,"CONTRATO DE PRESTAMO"
1135,"150600","CARTA DE CREDITO",C14_actos,"CARTA DE CREDITO"
1136,"150700","FIANZA BANCARIA",C14_actos,"FIANZA BANCARIA"
1137,"150750","FIANZA PERSONAL",C14_actos,"FIANZA PERSONAL"
1138,"150800","CONTRATOS INNOMINADOS",C14_actos,"CONTRATOS INNOMINADOS"
1139,"150900","MODIFICACION DE CONTRATO",C14_actos,"MODIFICACION DE CONTRATO"
1140,"151000","CREDITO DOCUMENTARIO",C14_actos,"CREDITO DOCUMENTARIO"
1141,"151001",ARRENDAMIENTO,C14_actos,ARRENDAMIENTO
1142,"151002","CONTRATO DE REPRESENTACION",C14_actos,"CONTRATO DE REPRESENTACION"
1143,"151003","CONTRATO DE COMODATO",C14_actos,"CONTRATO DE COMODATO"
1144,"151004","CONTRATO DE SUMINISTRO/SERVICIOS",C14_actos,"CONTRATO DE SUMINISTRO/SERVICIOS"
1145,"151005","CONTRATO DE AGENCIA",C14_actos,"CONTRATO DE AGENCIA"
1146,"151006","CONTRATO DE COMPAÃÂIA, COMISION Y CONSIGNACION",C14_actos,"CONTRATO DE COMPAÃÂIA, COMISION Y CONSIGNACION"
1147,"151007","CONTRATO DE DISTRIBUCION",C14_actos,"CONTRATO DE DISTRIBUCION"
1148,"151008","CONTRATO DE ASOCIACION ACCIDENTAL",C14_actos,"CONTRATO DE ASOCIACION ACCIDENTAL"
1149,"151009","CONTRATO DE AVAL BANCARIO",C14_actos,"CONTRATO DE AVAL BANCARIO"
1150,"151050","RESOLUCION DE CONTRATOS",C14_actos,"RESOLUCION DE CONTRATOS"
1151,"151051","EXTINCION DE CONTRATO",C14_actos,"EXTINCION DE CONTRATO"
1152,"151052","CONTRATO DE AVANCE EN CUENTA CORRIENTE",C14_actos,"CONTRATO DE AVANCE EN CUENTA CORRIENTE"
1153,"151100","ADJUDICACION JUDICIAL",C14_actos,"ADJUDICACION JUDICIAL"
1154,"151200","INSTRUMENTO PUBLICO DE CONSTITUCION DE GRAVAMEN",C14_actos,"INSTRUMENTO PUBLICO DE CONSTITUCION DE GRAVAMEN"
1155,"151250","INSTRUMENTO PUBLICO DE CANCELACION DE GRAVAMEN",C14_actos,"INSTRUMENTO PUBLICO DE CANCELACION DE GRAVAMEN"
1156,"160050","REMOCION O DESTITUCION DE SINDICOS",C14_actos,"REMOCION O DESTITUCION DE SINDICOS"
1157,"160099","ACLARACION, MODIFICACION Y/O COMPLEMENTACION",C14_actos,"ACLARACION, MODIFICACION Y/O COMPLEMENTACION"
1158,"160100","FIANZA DE DIRECTORES",C14_actos,"FIANZA DE DIRECTORES"
1159,"160101","FIANZA DE DIRECTORES Y SINDICOS",C14_actos,"FIANZA DE DIRECTORES Y SINDICOS"
1160,"160200","FIANZA DE SINDICOS",C14_actos,"FIANZA DE SINDICOS"
1161,"160300","FIANZA DE LIQUIDADORES",C14_actos,"FIANZA DE LIQUIDADORES"
1162,"160400","CANCELACION DE FIANZAS",C14_actos,"CANCELACION DE FIANZAS"
1163,"160500","CANCELACION DE FIANZA DE DIRECTORES",C14_actos,"CANCELACION DE FIANZA DE DIRECTORES"
1164,"160501","CANCELACION DE DIRECTORES Y SINDICOS",C14_actos,"CANCELACION DE DIRECTORES Y SINDICOS"
1165,"160600","CANCELACION DE FIANZA DE SINDICOS",C14_actos,"CANCELACION DE FIANZA DE SINDICOS"
1166,"160700","CANCELACION DE FIANZA DE LIQUIDADORES",C14_actos,"CANCELACION DE FIANZA DE LIQUIDADORES"
1167,"160800","CONSTITUCION Y CANCELACION DE FIANZAS",C14_actos,"CONSTITUCION Y CANCELACION DE FIANZAS"
1168,"170010","REGISTRO DE DEMANDA JUDICIAL",C14_actos,"REGISTRO DE DEMANDA JUDICIAL"
1169,"170011","REGISTRO DE ACTO JUDICIAL",C14_actos,"REGISTRO DE ACTO JUDICIAL"
1170,"170012","REGISTRO DE SENTENCIA JUDICIAL",C14_actos,"REGISTRO DE SENTENCIA JUDICIAL"
1171,"170099","ACLARACION, MODIFICACION Y/O COMPLEMENTACION",C14_actos,"ACLARACION, MODIFICACION Y/O COMPLEMENTACION"
1172,"180010","CORREDOR DE COMERCIO",C14_actos,"CORREDOR DE COMERCIO"
1173,"180020","MARTILLERO O REMATADOR",C14_actos,"MARTILLERO O REMATADOR"
1174,"180030","CANCELACION DE REGISTRO DE AUXILIAR DE COMERCIO",C14_actos,"CANCELACION DE REGISTRO DE AUXILIAR DE COMERCIO"
1175,"190010","PODER ESPECIAL PARA ACTO AISLADO U OCASIONAL",C14_actos,"PODER ESPECIAL PARA ACTO AISLADO U OCASIONAL"
1176,"190020","REVOCATORIA DE PODER ESPECIAL PARA ACTO AISLADO U OCASIONAL",C14_actos,"REVOCATORIA DE PODER ESPECIAL PARA ACTO AISLADO U OCASIONAL"
1177,"190030","TESTIMONIO DE ACTO AISLADO U OCASIONAL DE COMERCIO",C14_actos,"TESTIMONIO DE ACTO AISLADO U OCASIONAL DE COMERCIO"
1178,"190040","CONTRATO DE COMERCIO SUSCRITO POR COOPERATIVA",C14_actos,"CONTRATO DE COMERCIO SUSCRITO POR COOPERATIVA"
1179,"190050","CONTRATO DE JOINT VENTURE SUSCRITO ENTRE NO COMERCIANTES",C14_actos,"CONTRATO DE JOINT VENTURE SUSCRITO ENTRE NO COMERCIANTES"
1180,"190099","ACLARACION, MODIFICACION Y/O COMPLEMENTACION",C14_actos,"ACLARACION, MODIFICACION Y/O COMPLEMENTACION"
1181,"200010","REGISTRO DE PROGRAMA DE FUNDACION DE SOCIEDAD ANONIMA A CONSTITUIRSE POR SUSCRIPCION PUBLICA",C14_actos,"REGISTRO DE PROGRAMA DE FUNDACION DE SOCIEDAD ANONIMA A CONSTITUIRSE POR SUSCRIPCION PUBLICA"
1182,"200099","ACLARACION, MODIFICACION Y/O COMPLEMENTACION",C14_actos,"ACLARACION, MODIFICACION Y/O COMPLEMENTACION"
1183,"210010","ACTUALIZACION DE MATRICULA DE COMERCIO",C14_actos,"ACTUALIZACION DE MATRICULA DE COMERCIO"
1184,"210020","BALANCE GENERAL DE GESTION",C14_actos,"BALANCE GENERAL DE GESTION"
1185,"210030","REGISTRO OBLIGATORIO DE EMPLEADORES",C14_actos,"REGISTRO OBLIGATORIO DE EMPLEADORES"
1186,"500100","RESOLUCIONES ADMINISTRATIVAS",C14_actos,"RESOLUCIONES ADMINISTRATIVAS"
1187,"800010",MODIFICACION,C14_actos,MODIFICACION
1188,"800040","INSCRIPCION DE COMERCIANTE INDIVIDUAL",C14_actos,"INSCRIPCION DE COMERCIANTE INDIVIDUAL"
1189,"800100","CAMBIO DE DOMICILIO",C14_actos,"CAMBIO DE DOMICILIO"
1190,"800200","CAMBIO DE NOMBRE",C14_actos,"CAMBIO DE NOMBRE"
1191,"800350","CAMBIO SISTEMA CONTABLE",C14_actos,"CAMBIO SISTEMA CONTABLE"
1192,"800360","CAMBIOS OPERATIVOS",C14_actos,"CAMBIOS OPERATIVOS"
1193,"800530","CANCELACION DE MATRICULA DE COMERCIO",C14_actos,"CANCELACION DE MATRICULA DE COMERCIO"
1194,"800750","AUMENTO DE CAPITAL",C14_actos,"AUMENTO DE CAPITAL"
1195,"800760","DISMINUCION DE CAPITAL",C14_actos,"DISMINUCION DE CAPITAL"
1196,"800770","CAMBIO OPERATIVO",C14_actos,"CAMBIO OPERATIVO"
1197,"800780","CAMBIO DE SISTEMA CONTABLE",C14_actos,"CAMBIO DE SISTEMA CONTABLE"
1198,"800810","FORMULARIO 10/02 CONTROL DE HOMONIMIA",C14_actos,"FORMULARIO 10/02 CONTROL DE HOMONIMIA"
1199,"800820","FORMULARIO 20/02 MATRICULA NUEVA O RENOVACION",C14_actos,"FORMULARIO 20/02 MATRICULA NUEVA O RENOVACION"
1200,"800821","FORMULARIO 21/02 MATRICULA NUEVA O RENOVACION PARA SUCURSAL O AGENCIA",C14_actos,"FORMULARIO 21/02 MATRICULA NUEVA O RENOVACION PARA SUCURSAL O AGENCIA"
1201,"800830","FORMULARIO 30/02 SOLICITUD PARA REGISTRAR MODIFICACIONES A LA ESTRUCTURA DE UNA EMPRESA Y CAMBIOS OPERATIVOS",C14_actos,"FORMULARIO 30/02 SOLICITUD PARA REGISTRAR MODIFICACIONES A LA ESTRUCTURA DE UNA EMPRESA Y CAMBIOS OPERATIVOS"
1202,"800831","FORMULARIO 31/02 SOLICITUD DE REGISTRO DE MODIFICACIONES A LA ESTRUCTURA DE UNA EMPRESA (FUSION DE SOCIEDADES)",C14_actos,"FORMULARIO 31/02 SOLICITUD DE REGISTRO DE MODIFICACIONES A LA ESTRUCTURA DE UNA EMPRESA (FUSION DE SOCIEDADES)"
1203,"800832","FORMULARIO 32/02 SOLICITUD PARA REGISTRAR CAMBIOS EN EMPRESAS UNIPERSONALES",C14_actos,"FORMULARIO 32/02 SOLICITUD PARA REGISTRAR CAMBIOS EN EMPRESAS UNIPERSONALES"
1204,"800840","FORMULARIO 40/02 SOLICITUD DE CERTIFICADOS",C14_actos,"FORMULARIO 40/02 SOLICITUD DE CERTIFICADOS"
1205,"800901","ACTUALIZACION DE MATRICULA DE COMERCIO GESTION 2003 - AMNISTIA",C14_actos,"ACTUALIZACION DE MATRICULA DE COMERCIO GESTION 2003 - AMNISTIA"
1206,"800903","FOR 75-102-03 CAMBIOS OPERATIVOS - AMNISTIA",C14_actos,"FOR 75-102-03 CAMBIOS OPERATIVOS - AMNISTIA"
1207,"810010",MATRICULA,C14_actos,MATRICULA
1208,"900010","INSCRIPCION DE FORMULARIO",C14_actos,"INSCRIPCION DE FORMULARIO"
1209,"900040",CONSTITUCION,C14_actos,CONSTITUCION
1210,"908888","CARTA OBSERVACION PROGRAMA DE PROMOCION",C14_actos,"CARTA OBSERVACION PROGRAMA DE PROMOCION"
1211,"909999","ACTOS NO CODIFICADOS",C14_actos,"ACTOS NO CODIFICADOS"
1212,0,"POR VERIFICAR",C15_tipo_documento_id,"POR VERIFICAR"
1213,1,"CEDULA DE IDENTIDAD",C15_tipo_documento_id,"CEDULA DE IDENTIDAD"
1214,2,RUC,C15_tipo_documento_id,RUC
1215,3,"CEDULA DE EXTRANJERIA",C15_tipo_documento_id,"CEDULA DE EXTRANJERIA"
1216,4,PASAPORTE,C15_tipo_documento_id,PASAPORTE
1217,6,"REGISTRO DE IDENTIFICACION NACIONAL",C15_tipo_documento_id,"REGISTRO DE IDENTIFICACION NACIONAL"
1218,7,"REGISTRO UNICO NACIONAL",C15_tipo_documento_id,"REGISTRO UNICO NACIONAL"
1219,8,"CERTIFICADO DE NACIMIENTO",C15_tipo_documento_id,"CERTIFICADO DE NACIMIENTO"
1220,9,"TARJETA EMPRESARIAL",C15_tipo_documento_id,"TARJETA EMPRESARIAL"
1221,A,CONVENIO,C15_tipo_documento_id,CONVENIO
1222,M,"MATRICULA DE COMERCIO",C15_tipo_documento_id,"MATRICULA DE COMERCIO"
1223,N,"NUMERO DE IDENTIFICACION TRIBUTARIA",C15_tipo_documento_id,"NUMERO DE IDENTIFICACION TRIBUTARIA"
1224,"011","CONTROL DE HOMONIMIA O CONSULTA DE NOMBRE",C16_tipo_tramite,"CONTROL DE HOMONIMIA O CONSULTA DE NOMBRE"
1225,"0135",CERTIFICADOS,C16_tipo_tramite,CERTIFICADOS
1226,"0137","CERTIFICADOS DE NO MATRICULADOS",C16_tipo_tramite,"CERTIFICADOS DE NO MATRICULADOS"
1227,"0154","CERTIFICADO DE NO INSCRIPCION",C16_tipo_tramite,"CERTIFICADO DE NO INSCRIPCION"
1228,"0155","CERTIFICADOS ESPECIFICOS",C16_tipo_tramite,"CERTIFICADOS ESPECIFICOS"
1229,"0156","CERTIFICADO DE TRADICION COMERCIAL",C16_tipo_tramite,"CERTIFICADO DE TRADICION COMERCIAL"
1230,"0171","CERTIFICADO DE MATRICULA DE COMERCIO",C16_tipo_tramite,"CERTIFICADO DE MATRICULA DE COMERCIO"
1231,"0172","CERTIFICADO DE INSCRIPCION",C16_tipo_tramite,"CERTIFICADO DE INSCRIPCION"
1232,"0173","CERTIFICADO DE REGISTRO DE DOCUMENTO",C16_tipo_tramite,"CERTIFICADO DE REGISTRO DE DOCUMENTO"
1233,"0210","MODIFICACION, ACLARACION Y/O COMPLEMENTACION DE SOCIEDAD COMERCIAL",C16_tipo_tramite,"MODIFICACION, ACLARACION Y/O COMPLEMENTACION DE SOCIEDAD COMERCIAL"
1234,"0211","AUMENTO DE CAPITAL PARA SOCIEDAD COMERCIAL",C16_tipo_tramite,"AUMENTO DE CAPITAL PARA SOCIEDAD COMERCIAL"
1235,"0212","CAMBIO DE RAZON SOCIAL",C16_tipo_tramite,"CAMBIO DE RAZON SOCIAL"
1236,"0213","CAMBIO DE DOMICILIO",C16_tipo_tramite,"CAMBIO DE DOMICILIO"
1237,"0214","TRANSFERENCIA DE CUOTAS DE CAPITAL DE SOCIEDAD DE RESPONSABILIDAD LIMITADA",C16_tipo_tramite,"TRANSFERENCIA DE CUOTAS DE CAPITAL DE SOCIEDAD DE RESPONSABILIDAD LIMITADA"
1238,"0218","DECLARACION DE QUIEBRA O AUTO DE REVOCATORIA",C16_tipo_tramite,"DECLARACION DE QUIEBRA O AUTO DE REVOCATORIA"
1239,"0219","DESIGNACION DE REPRESENTANTES LEGALES",C16_tipo_tramite,"DESIGNACION DE REPRESENTANTES LEGALES"
1240,"022","INSCRIPCION DE COMERCIANTE INDIVIDUAL O EMPRESA UNIPERSONAL",C16_tipo_tramite,"INSCRIPCION DE COMERCIANTE INDIVIDUAL O EMPRESA UNIPERSONAL"
1241,"0220","LIQUIDACION DE SOCIEDAD CONYUGAL",C16_tipo_tramite,"LIQUIDACION DE SOCIEDAD CONYUGAL"
1242,"0221","REGISTRO DE ACTA",C16_tipo_tramite,"REGISTRO DE ACTA"
1243,"0222","REGISTRO DE GRAVAMEN, MODIFICACION Y/O CANCELACION",C16_tipo_tramite,"REGISTRO DE GRAVAMEN, MODIFICACION Y/O CANCELACION"
1244,"0223","REGISTRO DE LA MEMORIA ANUAL",C16_tipo_tramite,"REGISTRO DE LA MEMORIA ANUAL"
1245,"0224","MEMORIAL O SOLICITUD",C16_tipo_tramite,"MEMORIAL O SOLICITUD"
1246,"0225","REGISTRO DE OTORGAMIENTO DE PODER Y/O DE REVOCATORIA",C16_tipo_tramite,"REGISTRO DE OTORGAMIENTO DE PODER Y/O DE REVOCATORIA"
1247,"0227","REGISTRO DE ANOTACION PREVENTIVA, EMBARGO E HIPOTECA",C16_tipo_tramite,"REGISTRO DE ANOTACION PREVENTIVA, EMBARGO E HIPOTECA"
1248,"0228","REG. DE RES. JUDICIAL DE INTERDICCION, INCAPACIDAD PARA EL EJERC. DEL COM. EMANCIPACION Y/O HABILITACIONES",C16_tipo_tramite,"REG. DE RES. JUDICIAL DE INTERDICCION, INCAPACIDAD PARA EL EJERC. DEL COM. EMANCIPACION Y/O HABILITACIONES"
1249,"0229","REGISTRO DE CONTRATOS COMERCIALES",C16_tipo_tramite,"REGISTRO DE CONTRATOS COMERCIALES"
1250,"023","INSC. DE SOC. S.R.L., COLECTIVA Y EN COMANDITA SIMPLE",C16_tipo_tramite,"INSC. DE SOC. S.R.L., COLECTIVA Y EN COMANDITA SIMPLE"
1251,"0231","REVOCATORIAS DE PODER",C16_tipo_tramite,"REVOCATORIAS DE PODER"
1252,"0232","CANCELACION DE MATRICULA DE EMPRESA UNIPERSONAL O COMERCIANTE INDIVIDUAL",C16_tipo_tramite,"CANCELACION DE MATRICULA DE EMPRESA UNIPERSONAL O COMERCIANTE INDIVIDUAL"
1253,"0233","DISOLUCION, LIQUIDACION Y CONSIGUIENTE CANCELACION DE MATRICULA DE COMERCIO",C16_tipo_tramite,"DISOLUCION, LIQUIDACION Y CONSIGUIENTE CANCELACION DE MATRICULA DE COMERCIO"
1254,"0234","EMISION DE BONOS",C16_tipo_tramite,"EMISION DE BONOS"
1255,"0238","EMANCIPACIONES Y HABILITACIONES",C16_tipo_tramite,"EMANCIPACIONES Y HABILITACIONES"
1256,"0239","CONCURSO PREVENTIVO",C16_tipo_tramite,"CONCURSO PREVENTIVO"
1257,"024","INSC.SOC.ANONIMA, EN COMANDITA POR ACCIONES,MIXTAS POR ACTO UNICO O SUSC. P UB. DE ACCIONES",C16_tipo_tramite,"INSC.SOC.ANONIMA, EN COMANDITA POR ACCIONES,MIXTAS POR ACTO UNICO O SUSC. P UB. DE ACCIONES"
1258,"0240","CONSTITUCION Y CANCELACION DE FIANZA DE SINDICOS Y DIRECTORES",C16_tipo_tramite,"CONSTITUCION Y CANCELACION DE FIANZA DE SINDICOS Y DIRECTORES"
1259,"0241","POSESION EN CARGO PUBLICO QUE INHABILITE EL EJERCICIO DE COMERCIO",C16_tipo_tramite,"POSESION EN CARGO PUBLICO QUE INHABILITE EL EJERCICIO DE COMERCIO"
1260,"0242","TRANSFERENCIA DE EMPRESA UNIPERSONAL",C16_tipo_tramite,"TRANSFERENCIA DE EMPRESA UNIPERSONAL"
1261,"0243","REGISTRO DE AUXILIARES DE COMERCIO",C16_tipo_tramite,"REGISTRO DE AUXILIARES DE COMERCIO"
1262,"0244","CESACION DE PAGOS",C16_tipo_tramite,"CESACION DE PAGOS"
1263,"0245","REGISTRO DE ACTOS AISLADOS U OCACIONALES DE COMERCIO",C16_tipo_tramite,"REGISTRO DE ACTOS AISLADOS U OCACIONALES DE COMERCIO"
1264,"0246","CAMBIO DE SISTEMA CONTABLE",C16_tipo_tramite,"CAMBIO DE SISTEMA CONTABLE"
1265,"0248","REGISTRO DE RESOLUCION ADMINISTRATIVA",C16_tipo_tramite,"REGISTRO DE RESOLUCION ADMINISTRATIVA"
1266,"0249","REGISTRO DE OTROS DOCUMENTOS COMERCIALES",C16_tipo_tramite,"REGISTRO DE OTROS DOCUMENTOS COMERCIALES"
1267,"025","INSCRIPCION DE SOCIEDAD CONSTITUIDA EN EL EXTRANJERO",C16_tipo_tramite,"INSCRIPCION DE SOCIEDAD CONSTITUIDA EN EL EXTRANJERO"
1268,"0250","REGISTRO DEL PROGRAMA DE FUNDACION DE SOCIEDAD ANONIMA Y EN COMANDITA POR A CCIONES, A CONSTITUIRSE MEDIANTE SUSCRIPCION PUBLICA",C16_tipo_tramite,"REGISTRO DEL PROGRAMA DE FUNDACION DE SOCIEDAD ANONIMA Y EN COMANDITA POR A CCIONES, A CONSTITUIRSE MEDIANTE SUSCRIPCION PUBLICA"
1269,"0251","REGISTRO DE TITULOS - VALORES DE SOCIEDAD COMERCIAL",C16_tipo_tramite,"REGISTRO DE TITULOS - VALORES DE SOCIEDAD COMERCIAL"
1270,"0252","CIERRE DE SUCURSAL O REPRESENTACION PERMANENTE DE SOCIEDAD EXTRANJERA",C16_tipo_tramite,"CIERRE DE SUCURSAL O REPRESENTACION PERMANENTE DE SOCIEDAD EXTRANJERA"
